,jobtitle,company,city,location,salarytxt,paybase,summary
1145,billing coordinator-sr accounts receivable,Mount Sinai Health System,New+York%2CNY,"New York, NY 10029 (Yorkville area)",NaN,NaN,"reviews correspondence and rejection data from insurance carriers; working alongside leading physicians and within internationally acclaimed medical institutes,..."
1146,avp intermediate research analyst,OppenheimerFunds,New+York%2CNY,"New York, NY",NaN,NaN,"analyze economic and market data, industry trends, issuer credit quality and security characteristics to support investment decisions...."
1147,bioinformatics software engineer (solid tumor team),Memorial Sloan Kettering,New+York%2CNY,"New York, NY",NaN,NaN,"process and analyze data from high-throughput next-generation sequencing. design, develop, and operate software and databases as part of bioinformatics data..."
1148,social media editor,Natural Resources Defense Council,New+York%2CNY,"New York, NY 10011 (Chelsea area)",NaN,NaN,"today, our staff of more than 430 lawyers, scientists, economists, policy and communications experts, and others, work out of offices in new york, washington,..."
1149,principal statistical programmer,Shionogi Inc,New+York%2CNY,"Florham Park, NJ 07932",NaN,NaN,support data management by generating data listings. extensive experience of data integration. experience in the creation of cdisc sdtm and adam models by...
1150,social media editor,Natural Resources Defense Council,New+York%2CNY,"New York, NY 10011 (Chelsea area)",NaN,NaN,"today, our staff of more than 430 lawyers, scientists, economists, policy and communications experts, and others, work out of offices in new york, washington,..."
1151,administrative secretary i - department of surgery,Mount Sinai Health System,New+York%2CNY,"New York, NY 10029 (Yorkville area)",NaN,NaN,"and laboratories, our scientists continue to shape the future of clinical care. mount sinai health system careers...."
1152,research analyst,1199SEIU Family of Funds,New+York%2CNY,"New York, NY",NaN,NaN,"testing, and offline data capture. experience maintaining and using complex databases, formulas, data mining, conducting financial analysis and reporting..."
1153,"associate investigator, bioelectronic medicine",Northwell Health,New+York%2CNY,"Manhasset, NY",NaN,NaN,ensure the collection and analysis of research data. you will collaborate with other investigators and scientists in facilitating scientific research....
1154,platform architect,Corporate Technology,New+York%2CNY,"New York, NY",NaN,NaN,build and provision analytical sandboxes for data scientists and analysts. design and build data processing pipelines for structured and unstructured data using...
1155,post doc research trainee - spinal cord injury,Northwell Health,New+York%2CNY,"Manhasset, NY",NaN,NaN,"performs a variety of tasks, including but not limited to, collecting clinical and biological data, conducting studies, data analysis, maintaining records,..."
1156,"nyc kids child health survey manager, bureau of epidemiology services",DEPT OF HEALTH/MENTAL HYGIENE,New+York%2CNY,"Queens, NY",88331.0,annual,"the bureau is responsible for developing, collecting and facilitating the use of population-based survey data and other data sources;..."
1157,avp intermediate research analyst,OppenheimerFunds,New+York%2CNY,"New York, NY",NaN,NaN,"analyze economic and market data, industry trends, issuer credit quality and security characteristics to support investment decisions...."
1158,data scientist,Capital One,New+York%2CNY,"New York, NY",NaN,NaN,"writing software to clean and investigate large, messy data sets of numerical and textual data. big, undefined problems and petabytes of data don't frighten you..."
1159,"assistant manager, decision analytics services (python analytics)",EXL,New+York%2CNY,"New York, NY 10019 (Midtown area)",NaN,NaN,"our global footprint of nearly 2,000 data scientists and analysts assist client organizations with complex risk minimization methods, advanced marketing,..."
1160,clinical data programmer,NYU Langone Health,New+York%2CNY,"New York, NY",NaN,NaN,"in-depth understanding of data collection, data flow management, data quality, data extraction and data standards (knowledge of cdisc standards for cdash, sdtm..."
1161,machine learning technical writer,Capital One,New+York%2CNY,"New York, NY",NaN,NaN,"114 5th ave (22114), united states of america, new york, new york at capital one, we’re building a leading information-based technology company. still founder"
1162,associate director - heart transplant program,NYU Langone Health,New+York%2CNY,"New York, NY",NaN,NaN,reviews data and helps to identify projects; and to ensure that critical clinical data is accurately collected....
1163,data scientist - new york tech dev center,T. Rowe Price,New+York%2CNY,"New York, NY",NaN,NaN,we’re looking for data scientists to join our new technology development center in manhattan. fluency in the languages of data manipulation (e.g....
1164,administrative secretary i - department of surgery,Mount Sinai Health System,New+York%2CNY,"New York, NY 10029 (Yorkville area)",NaN,NaN,"and laboratories, our scientists continue to shape the future of clinical care. mount sinai health system careers...."
1165,billing coordinator-sr accounts receivable,Mount Sinai Health System,New+York%2CNY,"New York, NY 10029 (Yorkville area)",NaN,NaN,"reviews correspondence and rejection data from insurance carriers; working alongside leading physicians and within internationally acclaimed medical institutes,..."
1166,avp intermediate research analyst,OppenheimerFunds,New+York%2CNY,"New York, NY",NaN,NaN,"analyze economic and market data, industry trends, issuer credit quality and security characteristics to support investment decisions...."
1167,bioinformatics software engineer (solid tumor team),Memorial Sloan Kettering,New+York%2CNY,"New York, NY",NaN,NaN,"process and analyze data from high-throughput next-generation sequencing. design, develop, and operate software and databases as part of bioinformatics data..."
1168,social media editor,Natural Resources Defense Council,New+York%2CNY,"New York, NY 10011 (Chelsea area)",NaN,NaN,"today, our staff of more than 430 lawyers, scientists, economists, policy and communications experts, and others, work out of offices in new york, washington,..."
1169,principal statistical programmer,Shionogi Inc,New+York%2CNY,"Florham Park, NJ 07932",NaN,NaN,support data management by generating data listings. extensive experience of data integration. experience in the creation of cdisc sdtm and adam models by...
1170,social media editor,Natural Resources Defense Council,New+York%2CNY,"New York, NY 10011 (Chelsea area)",NaN,NaN,"today, our staff of more than 430 lawyers, scientists, economists, policy and communications experts, and others, work out of offices in new york, washington,..."
1171,administrative secretary i - department of surgery,Mount Sinai Health System,New+York%2CNY,"New York, NY 10029 (Yorkville area)",NaN,NaN,"and laboratories, our scientists continue to shape the future of clinical care. mount sinai health system careers...."
1172,research analyst,1199SEIU Family of Funds,New+York%2CNY,"New York, NY",NaN,NaN,"testing, and offline data capture. experience maintaining and using complex databases, formulas, data mining, conducting financial analysis and reporting..."
1173,"associate investigator, bioelectronic medicine",Northwell Health,New+York%2CNY,"Manhasset, NY",NaN,NaN,ensure the collection and analysis of research data. you will collaborate with other investigators and scientists in facilitating scientific research....
1174,platform architect,Corporate Technology,New+York%2CNY,"New York, NY",NaN,NaN,build and provision analytical sandboxes for data scientists and analysts. design and build data processing pipelines for structured and unstructured data using...
